%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2023 176 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 79.00 13.40 -999.00 -999.00 60.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 52.80 43.20 -999.00
2023 176 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 74.00 14.90 -999.00 -999.00 177.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 119.30 246.00 -999.00
2023 176 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 72.00 15.80 -999.00 -999.00 131.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 125.00 19.00 -999.00
2023 176 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 75.00 16.00 -999.00 -999.00 174.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 174.00 1.70 -999.00
2023 176 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 76.00 16.60 -999.00 -999.00 214.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 213.80 1.50 -999.00
2023 176 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.20000 78.00 17.10 -999.00 -999.00 267.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 256.80 16.20 -999.00
2023 176 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 63.00 19.80 -999.00 -999.00 615.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 337.60 356.40 -999.00
2023 176 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 67.00 19.20 -999.00 -999.00 452.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 229.60 274.10 -999.00
2023 176 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 72.00 18.00 -999.00 -999.00 387.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 209.80 212.20 -999.00
2023 176 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 78.00 17.90 -999.00 -999.00 274.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 198.50 90.70 -999.00
2023 176 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.20000 84.00 17.30 -999.00 -999.00 367.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 242.70 168.00 -999.00
2023 176 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 70.00 19.40 -999.00 -999.00 457.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 310.60 224.30 -999.00
2023 176 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 68.00 19.70 -999.00 -999.00 177.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 160.40 27.60 -999.00
2023 176 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 72.00 19.10 -999.00 -999.00 251.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 98.40 354.10 -999.00
2023 176 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.30000 68.00 19.70 -999.00 -999.00 281.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 79.00 596.80 -999.00
2023 176 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 65.00 20.20 -999.00 -999.00 190.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 114.20 323.40 -999.00
2023 176 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 69.00 19.30 -999.00 -999.00 57.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 44.20 111.40 -999.00
2023 176 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 81.00 17.50 -999.00 -999.00 11.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 8.40 65.70 -999.00
2023 177 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 81.00 17.10 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 177 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 84.00 16.30 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 177 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.20000 89.00 15.50 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 177 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.20000 94.00 14.50 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 177 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 96.00 14.10 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 177 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 98.00 13.80 -999.00 -999.00 17.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 12.30 85.40 -999.00
2023 177 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.30000 98.00 14.20 -999.00 -999.00 76.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 34.20 293.40 -999.00
2023 177 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 89.00 16.20 -999.00 -999.00 183.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 56.60 505.00 -999.00
2023 177 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.20000 79.00 18.70 -999.00 -999.00 303.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 78.30 605.80 -999.00
2023 177 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 74.00 19.80 -999.00 -999.00 431.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 97.40 679.70 -999.00
2023 177 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.20000 68.00 20.90 -999.00 -999.00 557.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 121.30 725.10 -999.00
2023 177 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 64.00 21.70 -999.00 -999.00 671.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 115.80 797.60 -999.00
2023 177 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 66.00 21.90 -999.00 -999.00 787.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 159.10 817.90 -999.00
2023 177 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 69.00 22.10 -999.00 -999.00 822.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 147.10 831.40 -999.00
2023 177 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 65.00 22.10 -999.00 -999.00 822.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 128.40 845.10 -999.00
2023 177 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 62.00 22.20 -999.00 -999.00 796.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 131.70 831.60 -999.00
2023 177 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 62.00 21.80 -999.00 -999.00 738.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 122.60 825.30 -999.00
2023 177 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 60.00 21.40 -999.00 -999.00 652.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 115.60 803.10 -999.00
2023 177 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 58.00 21.30 -999.00 -999.00 530.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 89.60 773.00 -999.00
2023 177 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 52.00 21.70 -999.00 -999.00 406.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 78.20 717.70 -999.00
2023 177 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.20000 55.00 21.10 -999.00 -999.00 271.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 71.60 594.00 -999.00
2023 177 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 61.00 20.20 -999.00 -999.00 149.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 53.30 435.90 -999.00
2023 177 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 66.00 19.40 -999.00 -999.00 50.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 27.90 174.20 -999.00
2023 177 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 73.00 18.30 -999.00 -999.00 6.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 6.30 6.60 -999.00
2023 178 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 78.00 17.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 178 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 83.00 17.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 178 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 82.00 17.20 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 178 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 88.00 17.20 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 178 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 95.00 17.20 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 178 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 96.00 17.20 -999.00 -999.00 17.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 12.60 80.70 -999.00
2023 178 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 94.00 17.50 -999.00 -999.00 60.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 47.80 115.00 -999.00
2023 178 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 89.00 18.00 -999.00 -999.00 169.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 76.00 357.80 -999.00
2023 178 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 79.00 19.20 -999.00 -999.00 274.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 96.10 492.10 -999.00
2023 178 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 73.00 19.70 -999.00 -999.00 442.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 90.20 715.60 -999.00
2023 178 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 72.00 20.20 -999.00 -999.00 535.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 111.30 700.80 -999.00
2023 178 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 68.00 20.70 -999.00 -999.00 679.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 103.70 824.50 -999.00
2023 178 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.50000 66.00 21.30 -999.00 -999.00 751.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 105.70 839.10 -999.00
2023 178 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.40000 69.00 21.30 -999.00 -999.00 794.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 102.90 851.70 -999.00
2023 178 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.30000 63.00 21.90 -999.00 -999.00 807.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 96.20 865.90 -999.00
2023 178 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 57.00 22.50 -999.00 -999.00 781.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 91.90 863.60 -999.00
2023 178 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.20000 63.00 22.30 -999.00 -999.00 720.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 92.60 841.50 -999.00
2023 178 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 60.00 22.30 -999.00 -999.00 631.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 92.80 806.20 -999.00
2023 178 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 56.00 22.70 -999.00 -999.00 522.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 86.90 763.60 -999.00
2023 178 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 57.00 22.30 -999.00 -999.00 400.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 76.80 706.00 -999.00
2023 178 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 61.00 21.80 -999.00 -999.00 285.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 81.10 607.40 -999.00
2023 178 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 71.00 20.80 -999.00 -999.00 155.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 64.30 399.30 -999.00
2023 178 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 73.00 20.10 -999.00 -999.00 49.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 26.80 180.00 -999.00
2023 178 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 79.00 19.40 -999.00 -999.00 4.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 4.70 0.40 -999.00
2023 179 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.20000 81.00 18.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 179 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 81.00 18.30 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 179 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.20000 80.00 18.40 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 179 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 82.00 18.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 179 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 88.00 17.50 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 179 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 89.00 17.20 -999.00 -999.00 17.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 12.30 81.90 -999.00
2023 179 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.20000 91.00 17.10 -999.00 -999.00 77.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 35.90 300.50 -999.00
2023 179 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.50000 82.00 18.70 -999.00 -999.00 178.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 57.20 487.10 -999.00
2023 179 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.10000 68.00 21.00 -999.00 -999.00 277.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 87.20 513.60 -999.00
2023 179 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 63.00 21.60 -999.00 -999.00 377.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 183.30 405.90 -999.00
2023 179 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 59.00 22.20 -999.00 -999.00 522.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 195.30 534.70 -999.00
2023 179 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.30000 48.00 24.10 -999.00 -999.00 660.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 118.90 779.80 -999.00
2023 179 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 46.00 24.80 -999.00 -999.00 730.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 126.60 789.10 -999.00
2023 179 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 44.00 24.60 -999.00 -999.00 785.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 134.20 802.30 -999.00
2023 179 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 42.00 25.10 -999.00 -999.00 811.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 148.30 808.00 -999.00
2023 179 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.90000 43.00 25.10 -999.00 -999.00 815.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 195.30 776.40 -999.00
2023 179 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 42.00 25.00 -999.00 -999.00 738.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 184.70 741.40 -999.00
2023 179 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 42.00 24.50 -999.00 -999.00 547.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 190.50 533.00 -999.00
2023 179 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 39.00 25.30 -999.00 -999.00 400.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 229.10 293.30 -999.00
2023 179 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.50000 50.00 23.40 -999.00 -999.00 181.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 119.80 128.20 -999.00
2023 179 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 58.00 21.80 -999.00 -999.00 128.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 111.70 56.60 -999.00
2023 179 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 61.00 21.20 -999.00 -999.00 59.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 54.30 23.90 -999.00
2023 179 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.50000 64.00 20.40 -999.00 -999.00 37.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 30.10 74.00 -999.00
2023 179 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 70.00 19.20 -999.00 -999.00 8.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 7.90 8.40 -999.00
2023 180 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 76.00 18.50 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 180 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.30000 81.00 17.40 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 180 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.60000 83.00 16.90 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 180 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 83.00 16.70 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 180 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 82.00 16.60 -999.00 -999.00 0.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 180 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.60000 87.00 15.70 -999.00 -999.00 16.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 11.50 85.30 -999.00
2023 180 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 87.00 16.00 -999.00 -999.00 79.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 32.80 328.00 -999.00
2023 180 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 80.00 17.40 -999.00 -999.00 186.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 51.30 543.60 -999.00
2023 180 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.30000 69.00 19.70 -999.00 -999.00 330.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 107.10 608.60 -999.00
2023 180 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 60.00 21.80 -999.00 -999.00 418.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 89.40 674.10 -999.00
2023 180 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 50.00 24.00 -999.00 -999.00 559.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 90.10 785.50 -999.00
2023 180 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.80000 46.00 24.90 -999.00 -999.00 657.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 91.60 818.80 -999.00
2023 180 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 51.00 24.50 -999.00 -999.00 745.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 111.20 831.40 -999.00
2023 180 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 53.00 24.30 -999.00 -999.00 838.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 177.40 815.30 -999.00
2023 180 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.00000 57.00 23.80 -999.00 -999.00 575.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 238.30 407.80 -999.00
2023 180 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 61.00 23.60 -999.00 -999.00 412.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 319.60 111.70 -999.00
2023 180 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 60.00 23.80 -999.00 -999.00 636.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 277.50 486.30 -999.00
2023 180 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 52.00 24.40 -999.00 -999.00 235.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 151.30 121.00 -999.00
2023 180 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 48.00 24.90 -999.00 -999.00 396.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 206.90 351.30 -999.00
2023 180 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 41.00 26.50 -999.00 -999.00 494.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 212.00 623.70 -999.00
2023 180 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.60000 45.00 25.30 -999.00 -999.00 231.90 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 125.30 306.00 -999.00
2023 180 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 50.00 24.10 -999.00 -999.00 147.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 92.90 227.40 -999.00
2023 180 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 55.00 22.70 -999.00 -999.00 26.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 26.00 1.10 -999.00
2023 180 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 62.00 21.50 -999.00 -999.00 11.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 10.20 25.50 -999.00
2023 181 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.50000 67.00 20.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 181 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.60000 72.00 19.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 181 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 77.00 18.60 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 181 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.90000 80.00 17.80 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 181 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.80000 84.00 17.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 181 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.90000 85.00 16.70 -999.00 -999.00 16.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 11.00 86.60 -999.00
2023 181 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 84.00 17.10 -999.00 -999.00 76.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 32.30 317.70 -999.00
2023 181 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.90000 72.00 19.50 -999.00 -999.00 177.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 53.70 501.70 -999.00
2023 181 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 60.00 22.50 -999.00 -999.00 297.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 73.20 613.90 -999.00
2023 181 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 55.00 23.80 -999.00 -999.00 422.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 89.60 685.40 -999.00
2023 181 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.50000 52.00 24.40 -999.00 -999.00 547.60 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 118.00 722.40 -999.00
2023 181 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 52.00 24.10 -999.00 -999.00 579.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 202.40 544.40 -999.00
2023 181 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.90000 54.00 24.10 -999.00 -999.00 748.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 195.50 721.10 -999.00
2023 181 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 52.00 24.50 -999.00 -999.00 794.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 160.60 785.10 -999.00
2023 181 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 55.00 24.40 -999.00 -999.00 801.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 147.60 798.40 -999.00
2023 181 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.40000 55.00 25.00 -999.00 -999.00 701.80 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 194.30 637.20 -999.00
2023 181 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 54.00 24.30 -999.00 -999.00 285.10 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 211.60 96.60 -999.00
2023 181 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.60000 49.00 25.60 -999.00 -999.00 610.20 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 147.00 692.10 -999.00
2023 181 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.10000 46.00 26.20 -999.00 -999.00 501.70 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 125.80 657.80 -999.00
